"","share","id","year","RGO","L","K","RI"
"245",-0.80625194311142,10028,81,10.2357760355016,5.2909760316469,8.39002166582381,9.46791327836169
"246",-0.589411318302155,10028,82,10.0279184939022,5.13634410400749,8.26598718359691,9.46610954412491
"247",-0.492527514696121,10028,83,9.95157676425054,5.5941528313769,8.45182015550138,9.48276622824344
"248",-0.76066654920578,10028,84,10.0069723257135,5.52896631216478,8.47479198836274,9.27535378643758
"249",-0.474197119474411,10028,85,9.81369158484034,5.21537402003072,8.67918597666502,9.37116709902229
"250",-0.406250387430191,10028,86,9.93495688443897,5.5519206197316,9.01992182598617,9.55931703937257
"251",-0.475536018610001,10028,87,10.3463909368413,5.87338771753545,9.14653678903869,9.89880669250914
"252",-0.627024114131927,10028,88,10.5476793697351,5.6545739795904,9.38909396633796,9.95255697458445
"253",-0.304490953683853,10028,89,10.4210604791588,5.32033149225376,9.29038836809727,10.1308255759899
"254",-0.731527030467987,10028,90,10.8217986639434,5.49438964537229,9.1404009379639,10.111502951341
"255",-0.755627632141113,10028,91,10.7019026272772,5.40387674548789,9.0899087391074,9.96649242753631
"256",-0.116883218288422,10029,81,10.660620794527,5.29688468486579,8.30691687938889,10.5324216798214
"257",-0.132759615778923,10029,82,11.1085646687602,5.45911978538439,8.96792452878732,10.9701975020553
"258",-0.146386161446571,10029,83,11.1343393352339,5.28166171256974,9.03808218884136,10.9871793821747
"259",-0.193827539682388,10029,84,11.0116884884647,5.15815690727557,9.10569813128323,10.8144533508327
"260",-0.285300076007843,10029,85,11.1966228073053,5.12889781547543,9.18313938166019,10.9131458826014
"261",-0.255644202232361,10029,86,11.2631381067313,5.18168059102756,9.85742500293222,11.0166519721149
"262",-0.255115509033203,10029,87,11.1282261001763,5.02387108444536,9.82966429044961,10.8731948582001
"263",-0.364222228527069,10029,88,11.1988286155623,5.36564326102161,9.80020473807266,10.8374178816408
"264",-0.225309982895851,10029,89,11.1757409278482,5.44612123982895,9.80524875256959,10.9511898340983
"265",-0.218488827347755,10029,90,11.1963525421474,5.39119476609878,9.85742623004854,10.9863050545868
"266",-0.190935850143433,10029,91,11.1470143603213,5.29097703077578,9.81525042462068,10.9649819156427
"267",-0.530517578125,10030,81,9.72386430515378,5.52121918942953,8.13073032719355,9.20065238366133
"268",-0.518428981304169,10030,82,9.96316052682672,5.63225703665843,8.60960464271363,9.44686917415928
"269",-0.613629817962646,10030,83,9.81253168752224,5.70797431948921,8.82567313046889,9.19352060792306
"270",-0.510105848312378,10030,84,9.91228845680778,5.62129376954562,8.83368149803461,9.39482511473915
"271",-0.366182327270508,10030,85,9.99494630878602,5.74818272753596,8.8619860447376,9.6186553865944
"272",-0.334017723798752,10030,86,10.1642664263203,5.75480200415657,9.06244130146042,9.81863736831564
"273",-0.285277485847473,10030,87,10.4558253575887,5.84396547095384,9.24476085799256,10.1578870391756
"274",-0.338853269815445,10030,88,10.5249346918801,5.98124295906996,9.46140098115538,10.172612416172
"275",-0.337976813316345,10030,89,10.3355157915249,6.0908696278032,9.52760461752808,9.98085812351874
"276",-0.38764014840126,10030,90,10.2138439579379,5.95809375518077,9.48771654206596,9.80764249338122
"277",-0.386707931756973,10030,91,10.2770971689931,5.7428249570961,9.44748536588745,9.87853195859185
"278",-0.179681554436684,10031,81,10.1778563959258,4.58895831945825,6.94560340280411,10.0002994451143
"279",-0.182380512356758,10031,82,10.3096884575876,4.82668704875065,7.35050739088665,10.1294441747038
"280",-0.285445183515549,10031,83,10.5324613536195,4.44995110012841,7.61494373760675,10.2490203894299
"281",-0.0989661142230034,10031,84,10.4129165765105,3.93950772208681,7.7137004341531,10.3178583298981
"282",-0.0868523865938187,10031,85,10.3537353014399,3.98948322344131,7.81853544538503,10.2715526743781
"283",-0.0996834486722946,10031,86,10.3415624017293,4.18715368385863,8.18695456160621,10.2448211400041
"284",-0.141584068536758,10031,87,10.3651056574742,4.71571497108641,8.21713339776711,10.2262998112314
